	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context
1000	1,15007564443435E+018	Why is the new JSF page so difficult to navigate?	0	0.0	0.0	0.0
1001	1,15074207985044E+018	Race/Ethnicity and Neighborhood Characteristics Are Associated With Bystander Cardiopulmonary Resuscitation in Pediatric... https://t.co/TkSNb66VOi	1	1.0	1.0	1.0
1002	1,15161017938289E+018	@Spelmanites I hope that young man has texts or witnesses cause I was ignored at CAU with my lack of proof. This was in 2002. Not much has changed. Title 9 should see it through. Unpaid leave is not enough.	0	0.0	0.0	0.0
1003	1,15371551979678E+018	Right wing Fascist group supports rightwing fascist.. surprise, surprise https://t.co/akTEJcgchK	0	0.0	0.0	0.0
1004	1,1537222690149E+018	#BREAKING Boxer who collapsed after MGM National Harbor fight dies: Reports https://t.co/NqGH6U7NGO	0	0.0	0.0	0.0
1005	1,15377492274685E+018	❌ PLEASE STOP SCROLLING!! ❌ I've got an RT deal from @ArmyEomma101 😭 everyone! I would like to call every/all fandoms to HELP ME OUT! To my co-Tiddies, help me..... 😭❤ I badly need 560 RT's and likes until August 2..... I do RTxRT guys ❤ https://t.co/4PpsLhLtSV	0	0.0	0.0	0.0
1006	1,15553952541178E+018	God! What a week I just had!! This boy needs a serious massage and rest? God, Abeg let someone offer to give this boy a nice treat in a good hotel this week oh. I don taya oh 🙆🏻‍♂️	0	0.0	0.0	0.0
1008	1,1564709765589E+018	He should be heading to Baltimore with pest control.	0	0.0	0.0	0.0
1009	1,15726506866236E+018	@Hodson_Group @TheMooreLab This is true (I’m barely allowed bathroom breaks), the abstract from @NutritionSoc summer conf 2018 is available for anyone wanting a sneak peek though https://t.co/2FxIfWpGZ8	1	0.0	1.0	1.0
1011	1,15773613383874E+018	@colinelves @d445467j @Dmzmhm20181 @pmdfoster @LDHMarketing @BorisJohnson @Nigel_Farage @brexitparty_uk @SamCoatesSky @EU_Commission The war was caused by indoctrination. Territorial indoctrination by Argentina almost led to war with Chile in 1978, and led to the Falklands War in 1982. Falklands - Argentina's Imaginary Territory (1 pg):- https://t.co/Vz1RYrCvHH	1	1.0	1.0	1.0
1012	1,15802568537976E+018	.@LawrenceGostin wrote this 3 years ago in @JAMA_current Sadly even more relevant today 4 reforms to address mass shootings: 1. Dedicate federal funding for research 2. Universal background checks 3. Ban assault weapons 4. Regulate firearm safety https://t.co/EH7bPN6SQ2	1	0.0	1.0	1.0
1013	1,15824464710753E+018	@AnnCoulter @Cernovich Doesn’t matter The media has their back & already covering for them The Dayton shooter’s support for Democrats like Warren & Bernie is completely ignored by CNN & others while spending all their airtime blaming El Paso on Trump Truly sick propaganda by the media	0	0.0	0.0	0.0
1014	1,1591653764726E+018	Sensory neurogenesis depends on vascular-neuronal cytoneme contacts and blood flow. https://t.co/vwlwrT51Fc #Morpholino	1	1.0	1.0	1.0
1015	1,16016632516101E+018	News 24 reports there is not a ROMAN salute.Not only is there such a salute not restricted to the ROMANS but a universal greeting since days immemorial .An outstreched arm & open hand indicating friendship is still being used when people are at a distance from one another.🙋✋	0	0.0	0.0	0.0
1016	1,16253604920296E+018	Students to patrol for fires at Oakland college with failing alarms. #2Investigates @BrooksKTVU reports https://t.co/myCAe4ARAi https://t.co/GEPB9b3TXx	0	0.0	0.0	0.0
1017	1,16333961491825E+018	MEM Media Market Share, Size 2019| Global Industry Analysis by Trends, Growth, Factors, Business https://t.co/mPmaLFDpfm #Business #SAbiz	0	0.0	0.0	0.0
1018	1,16460491492187E+018	@cambecc @fhuysmans @steltenpower The visualization is tremendous! But I wouldn't compare one day to another. The long-term trends are a bit more nuanced, and the data doesn't necessarily reflect what is being reported by a lot of media https://t.co/NHM8njSUCV	1	1.0	1.0	1.0
1019	1,16535469106625E+018	Older sisters are a god sent gift.	0	0.0	0.0	0.0
1021	1,166223817687E+018	In letters written to @Zomato , @swiggy_in @foodpandaIndia and @UberEats , NRAI has raised issues of lack of transparency, deep discounting, and abuse of dominant position by online delivery aggregators @alnehaa reports https://t.co/YCHlHWEbZx	0	0.0	0.0	0.0
1022	1,16744360298682E+018	@ignore89039500 Metal is to technical analysis as value is to rock: more technically complicated, but ultimately unsustainable; and most people would prefer a J Mascis or Interpol melody	0	0.0	0.0	0.0
1023	1,16784777196293E+018	@narendramodi Wage increment of 12 Lac public sector Banks is pending since Nov'17 , even after 2 years, no directives from Govt to Negotiating agent @ChairmanIba For settlement. @DFS_India @rajeevkumr @nsitharaman @PMOIndia https://t.co/Hl41IXzOCP	0	0.0	0.0	0.0
1025	1,16843317626554E+018	It seems Boris Johnson will stop at nothing to implement his anti-democratic shutdown of parliament and force a disastrous No Deal on the British people. Today, the @LibDems continue to work with other parties on emergency legislation to stop this authoritarian power grab. https://t.co/V0uZSaN9sa	0	0.0	0.0	0.0
1026	1,16983406003987E+018	A lavender bath cause a bitch feels like shit	0	0.0	0.0	0.0
1027	1,17004035943241E+018	Unsurprisingly, almost every single one of the highest charging air ambulance companies listed below by @GeBaiDC et al. is owned by private equity (KKR & Amercian Securities) https://t.co/XOBsP9uoVX Only PHI Air Medical & Aitheras aren't. https://t.co/gZOj0goQAE	0	0.0	0.0	0.0
1028	1,17151018816086E+018	Imagine singing a Communist song in the British Parliament. Disgusting. Labour are a vile, nasty party. https://t.co/S6XxvVQ4e0	0	0.0	0.0	0.0
1030	1,17497955747397E+018	Millions of children are expected to take part in a global #climatestrike today. How important is individual action in the face of climate change? https://t.co/42iVnnopG2	1	1.0	1.0	1.0
1031	1,17676641727157E+018	UNICEF_vietnam website Choi Siwon and UNICEF join hands to stop bullying in Viet Nam https://t.co/XmFpII1bKw	0	0.0	0.0	0.0
1032	1,17737515456288E+018	"Do you load up on ""sports drinks"" to stay hydrated? Might want to reconsider after reading this study, which found that Coca Cola was actually more hydrating than Powerade. The most effective hydration options were oral rehydration solution and milk. https://t.co/ZSI6T3BoF6 https://t.co/lIIMWOVVuN"	1	1.0	1.0	1.0
1033	1,1787181614383E+018	@Tehelka Couldn’t agree more! Kudos to @narendramodi for speaking his #MannkiBaat about this. #VapeFreeFuture https://t.co/ovhCLTDufG	1	0.0	1.0	1.0
1034	1,17879767030506E+018	.@Frontier_Usyd is hosting a Frontotemporal Dementia (FTD) Information & Support Day for Families and Carers. Hear from our academics about all the latest research and support services #USydBMC https://t.co/TFZ8lSp4pV	1	0.0	0.0	1.0
1035	1,17950666843196E+018	@BGPolitics I was there for the @AndyBeshearKY and @JColemanKY press conference. Reporters asked how he would pay for it. He responded, as he has ALWAYS responded, that he supports legalizing Expanded Gaming and putting Medical Marijuana on the ballot. Additional resources are a must! #KYGov	0	0.0	0.0	0.0
1036	1,18031668114862E+018	#Ecuador’s transport firms end strike against fuel subsidies annulment – reports https://t.co/oaaJYylCVm	0	0.0	0.0	0.0
1037	1,18159460675405E+018	This #MentalHealthAwarenessWeek, Prof John Sheehan our Consultant in Perinatal psychiatry will be speaking about 'Managing depression & bipolar disorder in pregnancy & postpartum period' at the @aware conference this Sat. For clinicians & public alike. https://t.co/xOTCCftRBW https://t.co/CpHvZrpB7m	1	0.0	0.0	1.0
1038	1,1817277238755E+018	things change and friends leave. life doesn't stop for anybody	0	0.0	0.0	0.0
1039	1,18196392613476E+018	Scientists identify molecule that could have helped cells survive—and thrive—on early Earth https://t.co/syWzb76wPx via @physorg_com	1	1.0	1.0	1.0
1040	1,18198900046427E+018	Relationships are a lot like life. You get what you put into it. https://t.co/ImbQI8TSpC	0	0.0	0.0	0.0
1041	1,1824578201318E+018	“The president says, ‘Guys, give Rex your pitch.’” WaPo matches reports about the Oval Office meeting with Trump’s pressure to kill the case of Giuliani’s client Reza Zarrab. Preet Bharara advises looking into the case “very carefully.” https://t.co/cbfMrmRfOd	0	0.0	0.0	0.0
1042	1,18265081834588E+018	My very first statnews byline Men with breast #cancer have a 19 higher mortality rate than women with the condition. Advocacy groups push for awareness and education to help combat it. httpsbuff.ly2B5PvE8Â: My very first statnews byline Men with breast… https://t.co/uJRXR1dQog	1	1.0	0.0	0.0
1043	1,18276073809764E+018	@VoteBernier @MaximeBernier 30% increase in advance voting at campuses compared to day 1 of advance voting 2015. Something got the voters exited the last few days and something is happening in Canada 🇨🇦 #PPC #PPCmajority #PPC2019 #PPC #votePPC https://t.co/Zobd1FnivJ	0	0.0	0.0	0.0
1044	1,18284787648701E+018	@sweettea4you_me @yunhee1993 @NeuroRebel You’re not alone. It may take some time, but our pattern recognition often becomes visible to NTs only in long game hindsight.	0	0.0	0.0	0.0
1045	1,18600929024877E+018	#RCB became the first #IPL team to have a woman support staff member #IPL2020 #Yellove #WhistlePodu 🦁💛 #CSK #MI #RCB #Virat #Kohli #Dhoni #IPL12 #IPLMeme #Cricket #CricketLover #India #cskreturns https://t.co/ywqxM7AQfV	0	0.0	0.0	0.0
1046	1,18763294401127E+018	This impressive new surf lake near Bristol can generate up to 1,000 waves an hour and is 100% powered by renewables.. https://t.co/GA0FQrlDsT	1	1.0	0.0	0.0
1047	1,18866189594899E+018	Repeat after me: - Maps & No-Maps DO NOT belong in the LGBT+ - That is only comfirming established bias from anti-lgbt+ groups thus hurting our growth - Pedophilia is a form of mental disorder and IS TREATABLE. - Pedos are not oppressed. - We have the right to protect ourselves	1	1.0	0.0	0.0
1048	1,18964251975738E+018	All crooks should be given psychological tests https://t.co/RbwkWThhKR	0	0.0	0.0	0.0
1049	1,19079872179514E+018	when truth untold stops playing and the lights turn green.... https://t.co/lBFhLHyUbn	0	0.0	0.0	0.0
1050	1,19296481257532E+018	"JFC. I oppose the system of judicial elections in general. But the rule can't be ""we'll stop having elections just because voters elected Democrats."" https://t.co/LJeaB7SqV4"	0	0.0	0.0	0.0
1051	1,19298189330775E+018	#GodMorning_LeatherUsers Stop killing the animals https://t.co/eB8x6YuteK	0	0.0	0.0	0.0
1052	1,19440119592385E+018	@ChrisVanHollen Congressional Republicans are spineless and the Democrats care because it was a Trump policy. Aside from Ilhan, who didn’t think the genocide was a worthy cause to condemn.	0	0.0	0.0	0.0
1053	1,19567886059722E+018	@InactionNever Stop romantizing this, this isn't beautiful, school's making everyone have internet is just another way to let poor people behind. you say democratization is a thing when this happens	0	0.0	0.0	0.0
1055	1,19769527115035E+018	The role of mental illness has been brought up in discussion around this, and it may or may not have played a role, but the expression of mental illness in the language of white supremacy should not be erased. The language of race and of violence.	0	0.0	0.0	0.0
1056	1,19796390901518E+018	Short Dow / YM Setup 860 target 800 stop 885 Please note this message is delayed by 5 mins. For Real Time Messages please contact me on info@tradeinflection.com	0	0.0	0.0	0.0
1057	1,19813488983038E+018	Country music pairs well with rum but leads to chaotic avocados	0	0.0	0.0	0.0
1059	1,19916169739664E+018	@IrishGirlCrypt1 @fintechfrank @TheBlock__ @mdudas @TheBlock__ stop publishing FAKE NEWS and be better journalists	0	0.0	0.0	0.0
1060	1,19932069887707E+018	"""Our study found that Indigenous children whose parents promoted a strong sense of cultural identity in early childhood experienced better health and socio-emotional outcomes later in life."" https://t.co/A52Z4CqtwU"	1	1.0	1.0	1.0
1061	1,20077575085875E+018	@senatemajldr @realDonaldTrump @nancypelosi Stop the Impeachment Charade Get some work done! Pass the USMCA for America!!	0	0.0	0.0	0.0
1062	1,20081882074886E+018	From Discover on Google https://t.co/Q1a2EbW5qf	1	0.0	1.0	1.0
1063	1,20130950834296E+018	#ASH19 Paper No: 2723 Sun 1/7/19 6-8 PM #BPDCN Commonly Presents in the Setting of Prior or Concomitant Hematologic Malignancies: Patient Characteristics and Outcomes in the Rapidly Evolving Modern Targeted Therapy Era @JoeKhouryMD @doctorpemm @DrPhyuPAung2 @NitinJainMD	1	1.0	1.0	1.0
1064	1,20133654706212E+018	A solid minority opposed ANY impeachment, partly due to the difficulty of figuring out if any existing body could impartially judge the charges, w/ others thinking elections were a sufficient cure for treasonous criminal act(s). #QAnon #WWG1WGA #Nadler	0	0.0	0.0	0.0
1065	1,20156758319298E+018	Minister of Transportation, Rotimi Amaechi has said the China Civil Engineering and Construction Corporation will be donating $50m to support the University of Transportation in Daura, Katsina State. https://t.co/kmoIMcULy2 #Transportation #Nigeria	0	0.0	0.0	0.0
1066	1,20188430398815E+018	Christmas shopping pit stop #sheffieldchristmasmarket @ THOR'S tipi Sheffield https://t.co/giolJkzDSR	0	0.0	0.0	0.0
1067	1,20189830876518E+018	@jcdickinson @808x86 @recitogigih @markdalgleish cc'ing one of the devs behind Svelte @silentworks check this out. Is TS support in the works?	0	0.0	0.0	0.0
1068	1,20227553584745E+018	How do we have a Poverty Crisis with low unemployment? This is how: https://t.co/4VmctiWL9o	1	1.0	1.0	1.0
1069	1,20297248707783E+018	Winter Tipples tasting went down a treat last night! 🍹 Don’t worry if you missed out, next on the event calendar is our Christmas Market this Saturday from 12pm - 4pm. Get some Christmas shopping done early and then relax with a mulled wine and mince pie 🍷 #Kingston https://t.co/NNLvLVi1ZM	0	0.0	0.0	0.0
1070	1,20429121791744E+018	After Christmas and Boxing day All Roads lead to Moshi Club Let’s Drink and Party Lots of Games too Don’t miss this on 28th December https://t.co/Yzj9BMcnO5	0	0.0	0.0	0.0
1072	1,20480327534797E+018	Yetsuh Frank, Managing Director at BE-Ex, featured in this @CC_Yale segment on NYC's building emissions laws.	0	0.0	0.0	0.0
1073	1,20533530647353E+018	I disagree with Fortnite winning best ongoing game. I personally feel the amount of change and growth that FFXIV has dwarfs it pretty hard. Fortnite just seems to win in money, which allows them to supercede everyone in tech. Both devs are great, I feel there was a better choice.	0	0.0	0.0	0.0
1074	1,2070439197474E+018	@SaraCarterDC Anything with #GeorgeConway will FAIL... These #NeverTrumpers are a bunch of #LOSERS🤬🤬🤬🤬 #Trump2020Landslide #KAG2029	0	0.0	0.0	0.0
1076	1,20792246180477E+018	How New Orleans Reduced Its Homeless Population By 90 Percent https://t.co/N1IGCaCdbw	1	1.0	0.0	0.0
1077	1,21045421920068E+018	@DavidWohl @realDonaldTrump @CBC Another stupid comment!! It was edited 2014 and Trump didnt make the cut...simple as that. Stop with your BS and research b4 you tweet😜	0	0.0	0.0	0.0
1078	1,2108915299062E+018	[Job] Staff Equipment Systems Engineer | Company: United Technologies | Location: Chula Vista California United States | #Chula #Vista #Marine #Engineering #Jobs | More info at https://t.co/hNCECy8yRZ	0	0.0	0.0	0.0
1079	1,21202062394331E+018	The domino that perhaps leads to Secretary of State Rubio and U.S. Sen. Gaetz is wobbling.	0	0.0	0.0	0.0
1080	1,21494007268186E+018	Armed conflict disproportionately affects children, touching every aspect of their health from physical to psychological. https://t.co/M2k2COh2SZ via @MDedgeTweets	1	1.0	1.0	1.0
1081	1,21502653900965E+018	On March 31, 1968, 500+ Black nationalists convened in Detroit to begin the process of securing independence from the US. Many concluded that Black Americans' best remaining hope for liberation was the creation of a sovereign nation-state, the Republic of New Afrika (RNA).	0	0.0	0.0	0.0
1082	1,21556259257324E+018	Ab yrr haar gya toh haar gya....isme Kya ho gya yrr.... Haar or Jeet to life Mei hoti rehti h... Nothing like he pretended. It just happened sometime. Chill and support #AsimRiaz #WeWatchBBForAsim	0	0.0	0.0	0.0
1083	1,21582950917527E+018	Breaking: Democrats in congress introduce bill in support of fourth term abortions. Please RT. #BreakingNews #WhatILearnedToday #PutThatInYourPipe https://t.co/OfMyuSSKRG	0	0.0	0.0	0.0
1084	1,21784684289509E+018	[2] As quoted on @bbcradio4 this morning, this could be a massive reset button for the future of farming in the UK. What are your thoughts @agricology? https://t.co/CK8TMPgwWn @bbcnews #futurefarming #AgricultureBill	0	0.0	0.0	0.0
1085	1,21813757976733E+018	Discuss. https://t.co/dCbMs4MjB6	1	0.0	1.0	1.0
1086	1,21819852335673E+018	@CTVStanfield @CTVMorningYYC @CJAY92 @coryedelCTV @RobWilliamsCTV @BrettBarrettYEG @GrahamNeilCTV @SarahPlowmanCTV @GenePrincipe @joeyslatteryCTV @ctvrob @DarcySeatonCTV @TKACHUKycheese_ Money spent on a trolling billboard could have went to a cause where someone will benefit and it will do some good instead of a marketing campaign. Maybe follow YEG's lead and buy some lunches for kids that go without? Top up the ALS donation in support of one of your own?	0	0.0	0.0	0.0
1088	1,21929959784525E+018	It’s about to be @CalvinHarris szn all over again as he just announced his new project with two singles dropping on Friday 👀 | 📸: @ConorMcDPhoto https://t.co/RVniXpezG7 https://t.co/7PkWE6vUnZ	0	0.0	0.0	0.0
1089	1,22095331286793E+018	Scientists capture molecular maps of animal tissue with unprecedented detail - https://t.co/5Piti5xYZR - +GENERAL PHYSICS LABORATORY (GPL) Scientists capture molecular maps of animal tissue with unprecedented detail https://t.co/5Piti5xYZR https://t.co/FeqMWdlABN	1	1.0	1.0	1.0
1091	1,22195231639756E+018	@marthamaccallum Martha - stop the redundant BS!! Even if Bolton is accurate, where’s the crime?? Doesn’t change a thing.....	0	0.0	0.0	0.0
1092	1,2219558815725E+018	@Dr007KillShotQ2 @LynnDoles Stop lying! No guns have been seized. The ones that were given up were done so voluntarily. Thousands ignored the demands.	0	0.0	0.0	0.0
1093	1,22342427994305E+018	GOOAALL! Sam Lafferty scores just :53 seconds into the third! The #WBSPens extend the lead to 4-1 https://t.co/xy7I3h6Wuy	0	0.0	0.0	0.0
1094	1,2237775726198E+018	Meditation – how it can benefit both your mental and physical health. Learn more about this essential health and wellness practice https://t.co/crwnW2k2LF https://t.co/FrKffUrFij	1	1.0	1.0	1.0
1095	1,22388125634317E+018	On #WorldWetlandsDay we remind nations considering their Nationally Determined Contributions -NDCs- to fulfil their #ClimateAction plans & achieve targets under #ParisAgreement. that Wetlands are important carbon stores that function best when intact #WetlandBiodiversityMatters https://t.co/OfzahVQ81E	1	1.0	0.0	0.0
1096	1,22930548916878E+018	Weather damage affects rail traffic in several federal states https://t.co/fcn3t02zXe	1	1.0	0.0	0.0
1097	1,23073919769621E+018	Donald Trump promised he would fight for LGBTQ people. Instead, his administration has systematically undone recent gains in their rights and protections. Here are 31 examples Trump Will NEVER Support LGBTQ Community #OneVoice1 #BeTheChange4USA https://t.co/Q6UzejVfih	0	0.0	0.0	0.0
1098	1,23397545658146E+018	Slave family preparing field for crop production (1738) (Colorvision) https://t.co/wK6zMxP0uU	0	0.0	0.0	0.0
1099	1,23467350200896E+018	@bryan__chandler @VerminSupreme Vermin is a Libertarian, Bernie's policies are the exact opposite of Libertarianism.	0	0.0	0.0	0.0
1100	1,23554628279989E+018	Congratulations to @iliciub1 for receiving the Puskas Memorial Fellowship https://t.co/oqFTMuyFHq Ilinca studies malaria transmission dynamics with a focus on within-vector parasite interactions #WomenInSTEM @womeninmalaria @PurdueBiolSci @PurdueEEB	1	0.0	0.0	1.0
1101	1,23555655486844E+018	Bernie needs to change his strategy. Sorry, but it needs to be said. And yes, the ads are a good start. But if he doesn't go full gloves off in debates, speeches, and call out cheating, we're going to lose.	0	0.0	0.0	0.0
1102	1,23569041102635E+018	@ComfortablySmug @EricTrump While Trump didn't explicitly say that sick Americans should go to work, he did state that those with mild coronavirus cases can still recover while going about their daily lives — an assertion that contradicts public health officials' recommendations on how to manage the illness	1	1.0	0.0	0.0
1103	1,23573300001013E+018	"NEW on https://t.co/zMRBaJXmnU... ""Refractory."" @sluttychameleon The spotlight is on Cammy in this kaleidoscopic film, as conventional prostate play becomes bizarre and beautiful, encouraging viewers to experiment with their own self-pleasure. Full film: https://t.co/IHmcKKCrhc https://t.co/8yjKTHdbH1"	0	0.0	0.0	0.0
1104	1,23576380147302E+018	Freeman J. Dyson, a mathematical prodigy who left his mark on subatomic physics before gaining public renown as a writer and technological visionary, has died https://t.co/IDtWxjBUsk	1	0.0	0.0	1.0
1105	1,23639115197796E+018	@GreatTammie @RudeRicky @latimes Got houseless? Want to have #PublicHealth for the survival of the human species? HOUSING and HEALTHCARE! #CORONAVIRUS “Oregon’s homeless at risk for coronavirus. The crowded conditions in which the homeless live make them more susceptible to the virus.” https://t.co/KwchIaTGck	1	1.0	0.0	0.0
1107	1,23695850010366E+018	eg. Maknae to Maknae 😊 Hyung to Maknae ☹️ Hyung line has a lower value compared to the Maknae line. So if you have the hyung line, much better to sell. Successful trading is less the 50%	0	0.0	0.0	0.0
1108	1,23715128671948E+018	We are proud to announce our partnership with @AdvancedGG - The only clinically proven esports ready formula to improve your game. Use code “G1” to directly support us - https://t.co/N3vbMQHLYT https://t.co/7XGiULAKoD	0	0.0	0.0	0.0
1110	1,23961297864047E+018	@jimsciutto @CNN Stop reporting on speculation and attempting to manufacture a story	0	0.0	0.0	0.0
1111	1,24024195788199E+018	"""Optimism is the faith that leads to achievement. Nothing can be done without hope and confidence."" - Helen Keller #AsiManshiDebut"	1	1.0	0.0	0.0
1112	1,24027163780891E+018	Support your local midwife 👌🏿👌🏻👌🏽👌🏼👌🏾 #Midwives are everyday heroes––always putting the needs of others first and stepping up in times of crisis. Drop a 🧡 to show your support! #SupportOurNursesAndMidwives | #SierraLeone https://t.co/MEBIwFWctw	0	0.0	0.0	0.0
1113	1,24027504381015E+018	Terrific research by Yannick Oswald, @JKSteinberger, and colleagues. Once a person begins to pay attention to the climate impact of emissions by the comparatively rich, the importance of flying reduction jumps several steps upwards in a sensible climate action priority ranking.	1	1.0	1.0	1.0
1114	1,24029230072442E+018	Tax season is here! Check out these tips to help maximize your returns, and make the process less taxing on your business. Contact our office and speak with us about planning for your retirement. 817.451.7996 https://t.co/iMXvSS3a5w https://t.co/IIczOnkuM9	0	0.0	0.0	0.0
1115	1,240546473802E+018	Pakistan Cricket Board says 128 #COVID19 tests conducted on players and others associated with PSL have come negative.	0	0.0	0.0	0.0
1116	1,24070946552495E+018	Though it is often said the 1918 'Spanish Flu' began in Kansas, USA, there is evidence that the deadly pandemic that killed 50 million people originated with Chinese labourers shipped to North America. Yet the Spaniards don't complain! #ChineseVirus https://t.co/mc2R7iTqXb	1	1.0	1.0	1.0
1117	1,24071743760104E+018	We know that #coronavirus is a cause for concern and stress for many. Whether you're #WorkingFromHome, #SocialDistancing or #SelfIsolating, it's important to look after our wellbeing. Find out how you can support your mental health: https://t.co/f0D8tTQvpx https://t.co/JgfT7Lcs9T	1	1.0	0.0	0.0
1118	1,24125309829675E+018	@NBCNews @comcast @ABC @ABCNetwork @nbc @CBSNews @CBS @FOXTV @cspan @UnivisionPRTeam @business @MikeBloomberg @CNN @BBCWorld @PBS @NewsHour @vicenews @MSNBC @ViacomCBS @ATT Please stop broadcasting the #CoronaVirusTaskForce press briefings, take control of the cycle. #Covid_19	0	0.0	0.0	0.0
1119	1,24128253394758E+018	@tekirkrn @Tony04219 @mjconnor44 @Smilin_Bob @BlackMambaForev @Machzero0 @CHRISmanEasy @ffossum71 @ShoelessLinda @HTTRPhilly @JoeySalads I call BS! 2yrs ago 45 dismantled the committee Obama created when Ebola SARS H1N1 epidemics came about. Now he's blaming Obama 4 not having a plan in action 4 this scenario when in truth it's 45's fault! Do ur own research & stop drinking the orange Koolaid & Cult45 mentality!	0	0.0	0.0	0.0
1120	1,24139494813148E+018	Civic Saturday morning 15 #PostcardsToVoters in support of ⁦@judgekarofsky⁩ with gorgeous new batch of postcards 🇺🇸🗽🌼🌱🌸🌺 #JillForJustice #GOTV ⁦@DemocratWit⁩ ⁦@CreativeDem⁩ @Humanitarian66 https://t.co/VtdBbN5rw1	0	0.0	0.0	0.0
1121	1,24188297136954E+018	"Shockingly, the study noted involvement in the project not only by UNC researchers & FDA representatives but also by ""Zhengli-Li Shi, Key Laboratory of Special Pathogens & Biosafety, Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, China."" https://t.co/xk7vhHGytJ"	1	1.0	1.0	1.0
1122	1,24229090995108E+018	what body part is on this cover? see picture below RT FOR SCIENCE	0	0.0	0.0	0.0
1123	1,24366463017133E+018	@insoojinsmaze Takumiiiii!!! that’s a big mood though cause same	0	0.0	0.0	0.0
1124	1,2442786217342E+018	Talking about professional matters may lead to an opportunity ... More for Virgo https://t.co/mj4Edp1SGj	0	0.0	0.0	0.0
1125	1,24434634557146E+018	#صحافی_مانگے_لفافہ Hija Kamran, an official of Media Matters for Democracy, said that the currents laws, including the Prevention of Electronic Crimes Act, are a threat to journalists.	0	0.0	0.0	0.0
1126	1,2455183405814E+018	Music has the ability to repair brain damage as well as return lost memories. #haitian #music	1	1.0	0.0	0.0
1127	1,24788230609151E+018	Canadian? Take 5 min to complete this Stats Can survey on the impacts of #COVID19 that will be used to help asses the needs of communities, implement suitable support measures during and after the pandemic, and could become an important resource for future research https://t.co/ZVeuf7fImt	1	0.0	0.0	1.0
1129	1,24871749641014E+018	Policies like social distancing used to combat the coronavirus have adverse effects in low-income nations, Ahmed Mushfiq Mobarak and Zachary Barnett-Howell write. https://t.co/TBA1DUSkxL	1	1.0	1.0	1.0
1130	1,24973622493318E+018	Turkey reports lower number of coronavirus cases for a second day in row. 4,093 cases were reported Monday, down by 696 when compared to the previous day, 4,789. 61,049 sickened since March 10 and 1,296 have died since March 17, per @drfahrettinkoca About 4K recoveries so far	1	1.0	0.0	0.0
1131	1,25062011733703E+018	Did you know eye exercises & vision therapy can help with digital eye strain & certain eye conditions? Eye exercises will strengthen weak eye muscles, improve blood circulation & muscle tone. Try these eye exercise for a better & stronger vision 👁👁💙✨ #CentralAmericanTwitter https://t.co/KKrwUFJRvG	1	1.0	0.0	0.0
1132	1,25113546573182E+018	Next house what ever room has the bar, these lights are a must. @STINGGRAYYY	0	0.0	0.0	0.0
1134	1,25164138689145E+018	tower of god is a shounen-ai stop talking about rachel	0	0.0	0.0	0.0
1135	1,2520636400285E+018	@aleee510 Cause u haven’t matured fully yet	0	0.0	0.0	0.0
1136	1,25207799403588E+018	Twitter party for Our baby lion. Let’s support and send encouragement for plan #DaradailyLivexPlan https://t.co/8g50gFmeMM	0	0.0	0.0	0.0
1137	1,25370475113853E+018	Facilities to bring mortal remains of Malayalees who pass away in Gulf countries, due to causes other than COVID19 should be made by embassies in Gulf countries. Chief Minister Shri Pinarayi Vijayan demanded in his letter to Prime Minister Narendra Modi. https://t.co/wRpJDNHqki	0	0.0	0.0	0.0
1138	1,25372174487296E+018	Enhances strength, removes weaknesses and self-doubt, and draws earth and oak-strength into the personal sphere. Use to draw new situations to you, to initiate new processes or to divert difficulties through sudden… https://t.co/fiGqjxijGB	0	0.0	0.0	0.0
1139	1,25475699642476E+018	#WeDemandstipendincrement_rajashthan #WeDemandstipendincrement Interns are demanding Stipend increment for past many years! But the government is not listening to their demand Also State government be like @ashokgehlot51 @SachinPilot @MoHFW_INDIA @DrSatishPoonia @narendramodi https://t.co/CGoknbSRkQ	0	0.0	0.0	0.0
1140	1,25478280915717E+018	1/ Today, we're announcing a new loan scheme. A simple, quick, easy solution for those in need of smaller loans. Businesses can apply for new Bounce Back Loans up to a maximum of £50,000, or 25% of turnover, with the government paying the interest for the first 12 months. https://t.co/aBYcUkR9sR	0	0.0	0.0	0.0
1141	1,25590787487147E+018	@rantingelisa @KatyMontgomerie @JackieDP @NewgentTGA This part, science illiterate one: ‘The overall mortality for sex-reassigned persons was higher during follow-up (aHR 2.8; 95% CI 1.8–4.3) than for controls of the same birth sex, particularly death from suicide	1	1.0	0.0	0.0
1143	1,25823849857577E+018	@OpusOfAli Gulf news should stop empolying Islam haters like baigan Chaturvedi.	0	0.0	0.0	0.0
1144	1,25869171238763E+018	The pollen must have been dryer than the grass underneath.	0	0.0	0.0	0.0
1145	1,25985241225857E+018	@G_R_Fan @PokemonGoApp Stop hoarding so much and throw some shit away.	0	0.0	0.0	0.0
1146	1,26064696023246E+018	Durable, washable textile coating can repel viruses: New research could lead to safely reusable PPE https://t.co/KUyvMq5MRd	1	1.0	1.0	1.0
